No,Keyword,Search Volume,CPC,Paid Difficulty,SEO Difficulty
660,"ssp scholarship 2025 last date",8100,"₹0.00",1,17
661,"0ms scholarship",0,"₹0.00",1,17
662,"scholarship website for students",90,"₹57.09",36,16
663,"scholarship program for students",140,"₹36.41",35,16
664,"scholarship 12th pass",90,"₹12.59",9,16
665,"scholarship 9th 10th",20,"₹0.00",8,16
666,"abdul kalam scholarship",3600,"₹20.68",4,16
667,"airtel scholarship",2400,"₹33.26",4,16
668,"sbi platinum jubilee asha scholarship 2025",9900,"₹44.95",4,16
669,"aiysee scholarship",2400,"₹71.92",3,16
670,"aicte pg scholarship",2400,"₹36.86",1,16
671,"aikyashree scholarship 2025",8100,"₹0.00",1,16
672,"barti scholarship 2025",3600,"₹26.07",1,16
673,"bihar board 10th scholarship 2025",2900,"₹0.00",1,16
674,"bonafide certificate for scholarship",2400,"₹0.00",1,16
675,"digital gujarat scholarship status",8100,"₹0.00",1,16
676,"dr ambedkar scholarship portal freeship card",2400,"₹0.00",1,16
677,"haryana chatravriti scholarship",8100,"₹0.00",1,16
678,"jkbocw scholarship",2400,"₹0.00",1,16
679,"joseph mundassery scholarship",5400,"₹0.00",1,16
680,"mahadbt post matric scholarship",6600,"₹0.00",1,16
681,"medhasoft 10th scholarship 2024",2900,"₹39.56",1,16
682,"medhavi scholarship",12100,"₹86.30",1,16
683,"mp post matric scholarship",2400,"₹0.00",1,16
684,"msce pune scholarship 2025 result",3600,"₹0.00",1,16
685,"nabanna scholarship status check",3600,"₹0.00",1,16
686,"nirman shramik kalyan yojana scholarship",2400,"₹34.16",1,16
687,"nsp scholarship 2025 last date",8100,"₹60.23",1,16
688,"nsp scholarship eligibility",6600,"₹0.00",1,16
689,"nsp scholarship payment date 2025",2400,"₹0.00",1,16
690,"scholarship nagaland",1600,"₹0.00",1,16
691,"scholarship west bengal",9900,"₹40.46",1,16
692,"sirish scholarship",3600,"₹0.00",1,16
693,"up scholarship otr",5400,"₹33.26",1,16
694,"up scholarship otr registration",2900,"₹37.76",1,16
695,"12th pass scholarship 2025 bihar",2900,"₹21.58",1,16
696,"scholarship how to apply",2400,"₹18.88",31,15
697,"scholarship government 2025",10,"₹17.98",6,15
698,"scholarship hdfc bank",20,"₹0.00",6,15
699,"scholarship updates 2025",170,"₹25.17",6,15
700,"xylem scholarship exam",30,"₹0.00",6,15
701,"scholarship 5th class",50,"₹0.00",5,15
702,"scholarship nsp 2025",30,"₹26.07",5,15
703,"tata scholarship 2025",8100,"₹46.75",5,15
704,"scholarship 7 class",40,"₹0.00",4,15
705,"scholarship 9 10",50,"₹8.99",4,15
706,"scholarship checking app",50,"₹0.00",4,15
707,"scholarship notification 2025",50,"₹25.17",4,15
708,"scholarship pre matric",140,"₹0.00",4,15
709,"scholarship questions",260,"₹1.80",4,15
710,"scholarship sbi 2025",20,"₹53.49",4,15
711,"azim premji scholarship apply online",4400,"₹79.11",3,15
712,"scholarship 50000",1000,"₹123.16",2,15
713,"vidyadhan scholarship 2025",8100,"₹70.12",2,15
714,"aikyashree scholarship 2024 last date",2900,"₹0.00",1,15
715,"azim premji scholarship 2025 eligibility criteria",4400,"₹48.55",1,15
716,"azim premji scholarship 2025 last date",2400,"₹45.85",1,15
717,"azim premji scholarship login",4400,"₹162.72",1,15
718,"dr ambedkar scholarship punjab",2400,"₹0.00",1,15
719,"e medhabruti scholarship",6600,"₹38.66",1,15
720,"k3 scholarship",2400,"₹0.00",1,15
721,"mmvy scholarship",5400,"₹0.00",1,15
722,"mptaas scholarship 2025 last date",1900,"₹0.00",1,15
723,"savitribai phule scholarship",2400,"₹35.06",1,15
724,"sbi scholarship 2024",8100,"₹268.80",1,15
725,"scholarship canara bank",2900,"₹0.00",1,15
726,"scholarship canara bank",2900,"₹0.00",1,15
727,"scholarship jharkhand",3600,"₹64.73",1,15
728,"scholarship up gov in registration",33100,"₹27.87",1,15
729,"vidya samunnathi scholarship",3600,"₹259.81",1,15
730,"www ksb gov in scholarship",3600,"₹20.68",1,15
731,"yashasvi scholarship 2025",2400,"₹117.77",1,15
732,"scholarship japan for international students",20,"₹0.00",28,14
733,"scholarship websites in india",30,"₹28.77",28,14
734,"jharkhand scholarship",3600,"₹80.91",8,14
735,"bharti airtel scholarship program 2025 26",2400,"₹41.35",7,14
736,"scholarship 6th standard",10,"₹0.00",3,14
737,"scholarship wala form",50,"₹0.00",3,14
738,"scholarship 5 class",70,"₹0.00",2,14
739,"scholarship 6th class",30,"₹0.00",2,14
740,"scholarship 7th standard",50,"₹0.00",2,14
741,"scholarship counselling number",10,"₹0.00",2,14
742,"scholarship new update",140,"₹0.00",2,14
743,"tata pankh scholarship 2024",4400,"₹0.00",2,14
744,"canara scholarship",3600,"₹29.67",1,14
745,"gp birla scholarship",1900,"₹44.95",1,14
746,"jharkhand state scholarship",3600,"₹52.14",1,14
747,"karnataka labour welfare board scholarship",1900,"₹22.48",1,14
748,"last date for ssp scholarship 2024",1900,"₹0.00",1,14
749,"margadeepam scholarship",9900,"₹0.00",1,14
750,"msce pune scholarship",2400,"₹53.04",1,14
751,"oasis scholarship amount",4400,"₹57.54",1,14
752,"panjabrao deshmukh scholarship",9900,"₹61.13",1,14
753,"panjabrao deshmukh scholarship last date",2400,"₹0.00",1,14
754,"pcm scholarship",2900,"₹30.57",1,14
755,"post matric scholarship meghalaya",2400,"₹0.00",1,14
756,"samunnathi scholarship",4400,"₹0.00",1,14
757,"sarkari result scholarship",4400,"₹156.88",1,14
758,"sbi foundation scholarship",2900,"₹30.57",1,14
759,"scholarship 4th standard",50,"₹0.00",1,14
760,"scholarship karnataka government",170,"₹0.00",1,14
761,"scholarship name list",170,"₹0.00",1,14
762,"scholarship nsp portal",50,"₹53.94",1,14
763,"swami vivekananda scholarship login",1900,"₹0.00",1,14
764,"up scholarship kab tak aayega 2025",4400,"₹0.00",1,14
765,"faeaindia.org scholarship",1900,"₹72.82",38,13
766,"scholarship exam for class 6",170,"₹23.37",25,13
767,"scholarship available for ug students",140,"₹57.09",24,13
768,"aicte yashasvi scholarship",5400,"₹28.77",2,13
769,"lic hfl vidyadhan scholarship 2025",3600,"₹37.76",2,13
770,"sitaram jindal scholarship",14800,"₹63.83",2,13
771,"als ias scholarship test question paper",5400,"₹0.00",1,13
772,"gujarat digital scholarship",2400,"₹0.00",1,13
773,"hdfc ecss scholarship",2400,"₹8.09",1,13
774,"hdfc scholarship 2025 apply online",1900,"₹96.19",1,13
775,"pms scholarship bihar",5400,"₹97.99",1,13
776,"sbi asha scholarship 2024 apply online",2900,"₹0.00",1,13
777,"scholarship 50000 bihar",30,"₹0.00",1,13
778,"scholarship amount check",140,"₹0.00",1,13
779,"scholarship check status",2400,"₹0.00",1,13
780,"scholarship essay examples",110,"₹0.00",1,13
781,"scholarship helpline number lucknow",260,"₹0.00",1,13
782,"scholarship holder meaning",40,"₹0.00",1,13
783,"scholarship jacket drawing",30,"₹0.00",1,13
784,"scholarship jacket summary",170,"₹0.00",1,13
785,"scholarship karnataka status",10,"₹0.00",1,13
786,"scholarship labour card",90,"₹0.00",1,13
787,"scholarship labour welfare",10,"₹0.00",1,13
788,"scholarship number change",10,"₹0.00",1,13
789,"scholarship otr number",70,"₹0.00",1,13
790,"scholarship portal ssp",20,"₹0.00",1,13
791,"scholarship question answer",70,"₹0.00",1,13
792,"scholarship status ssp",90,"₹0.00",1,13
793,"scholarship undertaking form",170,"₹0.00",1,13
794,"scholarship verification process",20,"₹0.00",1,13
795,"scholarship xiamen university",10,"₹0.00",1,13
796,"up scholarship correction date 2025",2900,"₹0.00",1,13
797,"66 scholarship foundation",10,"₹0.00",1,13
798,"scholarship yojana for 12th pass students",50,"₹30.57",23,12
799,"aikyashree scholarship 2025 last date",2400,"₹0.00",1,12
800,"bihar post matric scholarship 2024 25",5400,"₹0.00",1,12
801,"bihar scholarship portal taja info",5400,"₹0.00",1,12
802,"canara scholarship portal",4400,"₹0.00",1,12
803,"canara scholarship portal login",2900,"₹0.00",1,12
804,"cm scholarship meghalaya",2400,"₹0.00",1,12
805,"graduation scholarship 2025 bihar",5400,"₹76.42",1,12
806,"jagadish chandra bose scholarship",1900,"₹26.07",1,12
807,"karnataka prize money scholarship",2900,"₹0.00",1,12
808,"kotak kanya scholarship 2025",2900,"₹133.95",1,12
809,"medhasoft graduation scholarship 2025",2400,"₹0.00",1,12
810,"nabanna scholarship 2024",3600,"₹25.17",1,12
811,"nabanna scholarship form",2400,"₹26.07",1,12
812,"pm usp scholarship",2400,"₹77.31",1,12
813,"rajarshi shahu maharaj scholarship",5400,"₹76.42",1,12
814,"sanskrit scholarship",2900,"₹53.04",1,12
815,"scholar 0.4 pen",0,"₹0.00",1,12
816,"scholar 0d 0a",0,"₹0.00",1,12
817,"scholarship 0.2 mp",0,"₹0.00",1,12
818,"scholarship 0.2 portal",0,"₹0.00",1,12
819,"scholarship 2025 application",0,"₹0.00",1,12
820,"scholarship 30000 wala",0,"₹0.00",1,12
821,"scholarship 31 october",0,"₹0.00",1,12
822,"scholarship 4 buddy",0,"₹0.00",1,12
823,"scholarship 4th book",0,"₹0.00",1,12
824,"scholarship 6000 rupees",0,"₹0.00",1,12
825,"scholarship 75 attendance",0,"₹0.00",1,12
826,"scholarship 7th book",0,"₹0.00",1,12
827,"scholarship 7th syllabus",0,"₹0.00",1,12
828,"scholarship 8th form",0,"₹0.00",1,12
829,"scholarship 9th ka",0,"₹0.00",1,12
830,"scholarship 9th standard",0,"₹0.00",1,12
831,"scholarship college students",0,"₹0.00",1,12
832,"scholarship degree 2025",0,"₹0.00",1,12
833,"scholarship in 2025",0,"₹0.00",1,12
834,"scholarship jacket picture",0,"₹0.00",1,12
835,"scholarship of 2025",0,"₹0.00",1,12
836,"scholarship xavier college",0,"₹0.00",1,12
837,"scholarship yojana amount",0,"₹0.00",1,12
838,"scholarship yojana form",0,"₹0.00",1,12
839,"scholarship zamboanga city",0,"₹0.00",1,12
840,"scholarship zayed university",0,"₹0.00",1,12
841,"scholarship zp jalgaon",0,"₹0.00",1,12
842,"shiksha portal scholarship",1900,"₹80.91",1,12
843,"snehapoorvam scholarship",4400,"₹50.34",1,12
844,"swami vivekananda scholarship official website",5400,"₹11.69",1,12
845,"swami vivekananda scholarship renewal",2400,"₹11.69",1,12
846,"iccr scholarship",3600,"₹92.60",5,11
847,"infosys scholarship 2025",2400,"₹65.63",2,11
848,"mirae asset scholarship",3600,"₹49.45",2,11
849,"scholarship taja info",3600,"₹37.76",2,11
850,"bihar board 12th pass scholarship 2025",1900,"₹0.00",1,11
851,"bihar graduation scholarship",4400,"₹0.00",1,11
852,"gyan sadhana scholarship",4400,"₹83.61",1,11
853,"gyan sadhana scholarship 2025",5400,"₹0.00",1,11
854,"jindal scholarship 2025 last date",1900,"₹275.09",1,11
855,"kamgar kalyan scholarship",1900,"₹0.00",1,11
856,"kotak kanya scholarship",2900,"₹79.11",1,11
857,"malabar scholarship",4400,"₹94.40",1,11
858,"sarthi scholarship",2400,"₹0.00",1,11
859,"snatak scholarship",4400,"₹32.36",1,11
860,"ssp karnataka gov in scholarship status",2900,"₹0.00",1,11
861,"ssp pre matric scholarship status",2900,"₹0.00",1,11
862,"svmcm scholarship renewal",2400,"₹0.00",1,11
863,"wbmdfc scholarship status check",5400,"₹0.00",1,11
864,"scholarship 8th class book",50,"₹0.00",16,10
865,"scholarship application in karnataka",40,"₹25.17",14,10
866,"aikyashree scholarship amount",2400,"₹0.00",1,10
867,"bandhkam kamgar scholarship",3600,"₹71.92",1,10
868,"bihar graduation scholarship 50000 online apply",3600,"₹20.68",1,10
869,"bihar graduation scholarship 50000 online apply last date",2400,"₹0.00",1,10
870,"graduation scholarship 2024 bihar",2400,"₹0.00",1,10
871,"kamgar yojana scholarship",2900,"₹35.06",1,10
872,"mahajyoti scholarship 2025",2900,"₹0.00",1,10
873,"mbocww scholarship",6600,"₹43.15",1,10
874,"scholarship last date 2024",14800,"₹0.00",1,10
875,"scholarship gov in otr application",40,"₹0.00",11,9
876,"scholarship exam for class 11",720,"₹117.77",64,8
877,"scholarship 8th standard online form",10,"₹0.00",9,8
878,"scholarships for engineering students in karnataka",590,"₹45.85",9,8
879,"scholarship 8th class 2025",50,"₹26.07",8,8
880,"scholarship reliance foundation org undergraduate",70,"₹49.89",7,8
881,"scholarship for ug students in karnataka",140,"₹54.39",6,7
882,"scholarship reliance foundation org 2025",140,"₹25.17",6,7
883,"scholarship gov in application form",30,"₹0.00",4,7
884,"nabanna scholarship 2025",5400,"₹40.46",1,7
885,"sarkari result up scholarship",8100,"₹0.00",1,7
886,"scholarship 9th 10th last date",40,"₹0.00",2,6
887,"scholarship buddy for study",110,"₹0.00",2,6
888,"scholarship office near me",140,"₹0.00",2,6
889,"lic jubilee scholarship 2025 apply",2900,"₹23.82",1,6
890,"scholarship 12th last date",50,"₹0.00",1,6
891,"scholarship 9 10 last date",40,"₹0.00",1,6
892,"scholarship jharkhand last date 2025",20,"₹0.00",1,6
893,"scholarship jih org in",70,"₹60.23",1,6
894,"scholarship kab tak aayega 2024",4400,"₹0.00",1,6
895,"scholarship questions for class 8",50,"₹0.00",1,6
896,"scholarship world.com last date",20,"₹0.00",1,6
897,"tata pankh scholarship",2900,"₹22.48",2,5
898,"scholarship 4th std exam paper",30,"₹0.00",1,5
899,"scholarship 5th class question paper",20,"₹0.00",1,5
900,"scholarship 8 book pdf download",20,"₹0.00",1,5
901,"scholarship 8th class book pdf",110,"₹0.00",1,5
902,"scholarship 8th standard",390,"₹30.57",1,5
903,"scholarship category in nsp pre means",70,"₹0.00",1,5
904,"scholarship category pre means",30,"₹0.00",1,5
905,"scholarship components approved for payment",10,"₹0.00",1,5
906,"scholarship gov in last date 2025",20,"₹0.00",1,5
907,"scholarship graduation 2025 last date",30,"₹0.00",1,5
908,"scholarship how much money",30,"₹0.00",1,5
909,"scholarship in kannada meaning",40,"₹0.00",1,5
910,"scholarship iti last date 2025",170,"₹0.00",1,5
911,"scholarship jacket class 7",10,"₹0.00",1,5
912,"scholarship last date 2023 24",2400,"₹0.00",1,5
913,"scholarship matlab kya hota hai",110,"₹0.00",1,5
914,"scholarship mein kya hota hai",30,"₹0.00",1,5
915,"scholarship mobile number change",20,"₹0.00",1,5
916,"scholarship nsp last date",70,"₹0.00",1,5
917,"scholarship nsp last date 2025",20,"₹0.00",1,5
918,"scholarship on labour card",30,"₹0.00",1,5
919,"scholarship question paper 2024 8th class",50,"₹0.00",1,5
920,"scholarship reliance foundation org application form",20,"₹0.00",1,5
921,"scholarship ssp last date 2025",40,"₹0.00",1,5
922,"scholarship status check karnataka",50,"₹0.00",1,5
923,"scholarship verification last date",50,"₹0.00",1,5
924,"scholarship wala paisa kab aaega",110,"₹0.00",1,5
925,"scholarship worlds.com bonafide certificate",50,"₹0.00",1,5
926,"scholarship yojana kya hai",20,"₹0.00",1,5
927,"60 scholarship check status",30,"₹0.00",1,5
928,"60 scholarship kab aayegi",30,"₹0.00",1,5
929,"66 scholarship foundation apply online",10,"₹0.00",1,5
930,"scholarship 10th class 2025",0,"₹0.00",1,4
931,"scholarship 2025 for college students",0,"₹0.00",1,4
932,"scholarship 4th and 7th",0,"₹0.00",1,4
933,"scholarship 4th class book",0,"₹0.00",1,4
934,"scholarship 4th standard book",0,"₹0.00",1,4
935,"scholarship 4th std marathi pdf download",0,"₹0.00",1,4
936,"scholarship 4th std marathi syllabus",0,"₹0.00",1,4
937,"scholarship 5 to 8",0,"₹0.00",1,4
938,"scholarship 50000 name list",0,"₹0.00",1,4
939,"scholarship 5th standard form",0,"₹0.00",1,4
940,"scholarship 6 to 12",0,"₹0.00",1,4
941,"scholarship 7th class 2025",0,"₹0.00",1,4
942,"scholarship 7th class 2025 book",0,"₹0.00",1,4
943,"scholarship 7th class book",0,"₹0.00",1,4
944,"scholarship 7th class book pdf",0,"₹0.00",1,4
945,"scholarship 7th standard book",0,"₹0.00",1,4
946,"scholarship 8th class 2025 date",0,"₹0.00",1,4
947,"scholarship 8th class 2025 question paper",0,"₹0.00",1,4
948,"scholarship 8th class form",0,"₹0.00",1,4
949,"scholarship 8th result 2025",0,"₹0.00",1,4
950,"scholarship 9 class last date",0,"₹0.00",1,4
951,"scholarship 9 last date",0,"₹0.00",1,4
952,"scholarship 9 to 12",0,"₹0.00",1,4
953,"scholarship 9th class 2025",0,"₹0.00",1,4
954,"scholarship 9th class 2025 apply online",0,"₹0.00",1,4
955,"scholarship 9th class 2025 last date",0,"₹0.00",1,4
956,"scholarship cyber near me",0,"₹0.00",1,4
957,"scholarship exams for college students",0,"₹0.00",1,4
958,"scholarship for college students",0,"₹0.00",1,4
959,"scholarship for engineering students in karnataka 2025",0,"₹0.00",1,4
960,"scholarship last date 2025 karnataka",0,"₹0.00",1,4
961,"scholarship last date 2025 ssp",0,"₹0.00",1,4
962,"scholarship last date in karnataka",0,"₹0.00",1,4
963,"scholarship question paper 2025",0,"₹0.00",1,4
964,"scholarship questions for class 6",0,"₹0.00",1,4
965,"scholarship scheme for college students",0,"₹0.00",1,4
966,"scholarship verification last date 2025",0,"₹0.00",1,4
967,"scholarship xiamen university malaysia",0,"₹0.00",1,4
968,"scholarship yojana 2025 last date",0,"₹0.00",1,4
969,"scholarship yojana for girls",0,"₹0.00",1,4
970,"scholarship yojana last date",0,"₹0.00",1,4
971,"scholarship yojana online portal",0,"₹0.00",1,4
972,"scholarship zeta phi beta",0,"₹0.00",1,4
973,"trti scholarship",2400,"₹89.90",1,4
974,"pm yashasvi scholarship 2024 apply online",1900,"₹166.32",2,2
975,"scholarship video",260,"₹0.90",5,1
976,"bitsat scholarship",2900,"₹62.93",1,0
977,"golden jubilee scholarship lic",2400,"₹0.00",1,0
978,"oasis scholarship last date 2023",1900,"₹0.00",1,0
979,"scholarship bonafide certificate",260,"₹297.57",1,0
980,"tata pankh scholarship 2023",1900,"₹0.00",1,0
